,ID,compositionality_type,question,answers,topic_ids,answer_ids
1417,WebQTrn-3695_2f2279ce174896b5fc6452d332130159,composition,"Where in Georgia, does the artist that is award nominated for, U Don't Have to Call live?","[{'aliases': ['The A', 'Atlanta, Georgia', 'A-Town', 'Atlanta, GA', 'The ATL', 'Fulton County / Atlanta city'], 'answer': 'Atlanta', 'answer_id': 'm.013yq'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/013yq']
172,WebQTrn-400_e5633caf1cfa2daedc2e6e8e7c7217ae,composition,In which state is the organization that has Evelynn M. Hammonds among its leaders located?,"[{'aliases': ['Bay State', 'MA', 'US-MA', 'The Old Colony State', 'Mass', 'The Codfish State', 'Commonwealth of Massachusetts', 'Mass.'], 'answer': 'Massachusetts', 'answer_id': 'm.05k7sb'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0k20s', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/05k7sb']
2857,WebQTest-196_3c5c2f63f32486b08ad837050bc6d6a6,composition,What language is spoken in the Rainbow Bridge National Monument place of worship?,"[{'aliases': ['Navajo', 'Navaho', 'Diné'], 'answer': 'Navajo Language', 'answer_id': 'm.017yph'}, {'aliases': ['Sekgoa', 'Anglit', 'English language', 'English'], 'answer': 'English Language', 'answer_id': 'm.02h40lc'}, {'aliases': ['Español', 'Spanish language', 'Castillian', 'Spanish', 'The language of Cervantes', 'Castellano', 'Castillan', 'Castilian'], 'answer': 'Spanish Language', 'answer_id': 'm.06nm1'}]","['/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93']","['/m/017yph', '/m/02h40lc', '/m/06nm1']"
1267,WebQTrn-233_a1813672f79dbb10259a470ea77a0870,composition,What are the languages spoken in the place where Kuchi originated from?,"[{'aliases': ['Madaglashti', 'Badakhshi', 'Farsi, Eastern', 'Eastern Farsi', 'Dari', 'Persian', 'Tajik', 'Farsi', 'Parsi', 'Afghan Persian'], 'answer': 'Farsi, Eastern Language', 'answer_id': 'm.02hwl5z'}, {'aliases': ['Pushto', 'Pushto language', 'Pashto', 'Pukhto'], 'answer': 'Pashto language', 'answer_id': 'm.0swlx'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/02hwl5z', '/m/0swlx']"
1168,WebQTrn-2458_2945752f3c92dbdddaf2ae179c5f6e12,composition,What continent is the country that inlcudes Cartago located in?,"[{'aliases': [], 'answer': 'North America', 'answer_id': 'm.059g4'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/059g4']
949,WebQTrn-1625_7c8883eec62c9bddfd2cffda101046b3,composition,"Which movies does the actor that played the character, Alice McKinley in?","[{'aliases': ['Kvikmyndin Grettir', 'Garfield - Der Film', 'Garfield - O Filme', 'Gustaf', 'Garfield ve filmu', 'Pusur', 'Karvinen elokuva', 'Garfield: il film', 'Filmen om Gustaf', 'Garfield, le film', 'Garfield: La película'], 'answer': 'Garfield: The Movie', 'answer_id': 'm.01yzvd'}, {'aliases': [], 'answer': 'Holly Hobbie and Friends: Christmas Wishes', 'answer_id': 'm.026k503'}, {'aliases': [], 'answer': 'Cheaper by the Dozen', 'answer_id': 'm.02bqvs'}, {'aliases': ['Rock Camp Rules'], 'answer': 'Camp Rock', 'answer_id': 'm.02w4by3'}, {'aliases': [], 'answer': 'Alice Upside Down', 'answer_id': 'm.047f43s'}, {'aliases': ['The Alyson Stoner Project'], 'answer': 'Alyson Stoner Project', 'answer_id': 'm.04crzpz'}, {'aliases': ['Шаг вперед 3D', ""Let's Dance 3"", 'Sokak Dansi 3D', 'Dansul dragostei 3D', 'Step Up 3', 'Step Up 3D: I nea diastasi', 'Sexy Dance 3: The Battle 3D', 'Ela Dança, Eu Danço 3'], 'answer': 'Step Up 3D', 'answer_id': 'm.064016d'}, {'aliases': [], 'answer': 'Cheaper by the Dozen 2', 'answer_id': 'm.066b_n'}, {'aliases': ['CR2', 'Camp Rock 2'], 'answer': 'Camp Rock 2: The Final Jam', 'answer_id': 'm.080b54x'}, {'aliases': [], 'answer': 'Kung Fu Magoo', 'answer_id': 'm.09v9fw5'}, {'aliases': ['Step Up (Bailando)', 'Step up - Camino a la fama', 'Step up - Sta vimata tou pathous', ""Let's Dance"", 'Music High', 'Sexy Dance'], 'answer': 'Step Up', 'answer_id': 'm.0b73wst'}, {'aliases': ['Phineas and Ferb The Movie: Across the 2nd Dimension', 'Phineas and Ferb: Across the Second Dimension', 'Phineas e Ferb: Através da 2ª Dimensão', 'Phineas and Ferb: Across the Second Dimension in Fabulous 2D', 'Disney Phineas und Ferb der Film - Quer durch die 2. Dimension', 'Phineas and Ferb The Movie: Across the 2nd Dimension - In Fabulous 2D', 'Phineas y Ferb: A través de la 2ª Dimensión'], 'answer': 'Phineas and Ferb the Movie: Across the 2nd Dimension', 'answer_id': 'm.0bh9n8g'}, {'aliases': ['Holly Hobbie and Friends: Surprise'], 'answer': 'Holly Hobbie and Friends: Surprise Party', 'answer_id': 'm.0bnns7'}, {'aliases': [], 'answer': 'Yin Yang Yo! The Movie', 'answer_id': 'm.0by1x51'}, {'aliases': [], 'answer': 'The Little Engine That Could', 'answer_id': 'm.0gj8r0x'}, {'aliases': ['A Cinderella Story: Once Upon A Song', 'A Cinderella Story 3'], 'answer': 'A Cinderella Story: Once Upon a Song', 'answer_id': 'm.0gky0pl'}, {'aliases': [], 'answer': 'Super Buddies', 'answer_id': 'm.0wq4q7j'}, {'aliases': ['Step Up 5', 'Sokis hip-hopo ritmu. Viskas arba nieko'], 'answer': 'Step Up: All In', 'answer_id': 'm.0ztfxbv'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/01yzvd', '/m/026k503', '/m/02bqvs', '/m/02w4by3', '/m/047f43s', '/m/04crzpz', '/m/064016d', '/m/066b_n', '/m/080b54x', '/m/09v9fw5', '/m/0b73wst', '/m/0bh9n8g', '/m/0bnns7', '/m/0by1x51', '/m/0gj8r0x', '/m/0gky0pl', '/m/0wq4q7j', '/m/0ztfxbv']"
400,WebQTest-1782_f4440609f5cecb091bf8e86adb47be25,composition,"The country that has the national anthem Bilady, Bilady, Bilady exports to what country?","[{'aliases': ['North Sudan', 'Republic of the Sudan', 'Jumhūrīyat as-Sūdān'], 'answer': 'Sudan', 'answer_id': 'm.06tw8'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/06tw8']
2782,WebQTrn-1363_e84e70ef3dbddd8193b5079b2a4a6e96,composition,"Where was the home of the author who published editions for ""The Long Winter (Little House)""?","[{'aliases': ['Kingsbury County / De Smet city', 'De Smet, South Dakota'], 'answer': 'De Smet', 'answer_id': 'm.0_r0n'}, {'aliases': ['Pepin, Wisconsin'], 'answer': 'Pepin', 'answer_id': 'm.01mmj7'}, {'aliases': ['KS', 'KA', 'Kans'], 'answer': 'Kansas', 'answer_id': 'm.0488g'}, {'aliases': ['Burr Oak, Iowa'], 'answer': 'Burr Oak', 'answer_id': 'm.0dz6k_'}, {'aliases': ['Walnut Grove, Minnesota', 'Redwood County / Walnut Grove city'], 'answer': 'Walnut Grove', 'answer_id': 'm.0wg6f'}, {'aliases': ['Wright County / Mansfield city', 'Mansfield, Missouri'], 'answer': 'Mansfield', 'answer_id': 'm.0x14p'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/0_r0n', '/m/01mmj7', '/m/0488g', '/m/0dz6k_', '/m/0wg6f', '/m/0x14p']"
2780,WebQTest-838_9d539de3db5f1699f782ae7397a7c864,composition,"For what team did the subject of the film, ""Golden Shoes,"" play in 2011?","[{'aliases': ['Portugal Mens Football Team', 'Portugal National Soccer Team', ""Portugal Men's Football Team"", 'A Seleção', 'A Seleção das Quinas', 'Portugal National Football Team', 'Portugal Mens National Soccer Team', ""Portugal's national football team"", 'Selecção das Quinas', 'Os Navegadores', 'Portugal Mens Soccer Team', ""Portugal Men's National Soccer Team"", 'Portugal national football', 'A Selecção', 'A Seleccao das Quinas', ""Portugal Men's Soccer Team"", 'Portugal Football Team', 'Portugal Mens National Football Team', 'Portugal Soccer Team', 'The Navigators', ""Portugal Men's National Football Team""], 'answer': 'Portugal national football team', 'answer_id': 'm.02rqxc'}, {'aliases': ['Real Madrid C.F. in European football', 'Sociedad Madrid FC', 'Los Merengues', 'Los Vikingos', 'Royal Madrid Football Club', 'Real Madrid', 'Madrid Football Club', 'Real Madrid Club de Fútbol', 'Los Blancos'], 'answer': 'Real Madrid C.F.', 'answer_id': 'm.06l22'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/02rqxc', '/m/06l22']"
2357,WebQTrn-3507_160eeba1809185cd62045acd7ea5a5a3,composition,"In the movie that had Frank Cowlrick on its crew, what actor played Saruman?","[{'aliases': ['Sir Christopher Frank Carandini Lee, CBE, CStJ', 'Cristopher Lee', 'Sir Christopher Frank Carandini Lee', 'Chris Lee', 'Chris', 'Sir Christopher Lee', 'Christopher Frank Carandini Lee'], 'answer': 'Christopher Lee', 'answer_id': 'm.0f0kz'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']",['/m/0f0kz']
1394,WebQTrn-2597_c05ba7f6600ce087c4c50e00c89ff285,composition,Which time zone is in the state that houses the Missouri Court of Appeals?,"[{'aliases': ['Central Standard Time', 'Central Time', 'Central Daylight Time', 'Central Standard Time Zone'], 'answer': 'Central Time Zone', 'answer_id': 'm.02fqwt'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/02fqwt']
3319,WebQTrn-2325_574a8a152e35c2b935edf71c8a0f0028,composition,Who is spouse to the Coteau Guidry Reprise recording artist?,"[{'aliases': ['Ryan Rodney Reynolds', 'Champ Nightengale'], 'answer': 'Ryan Reynolds', 'answer_id': 'm.036hf4'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']",['/m/036hf4']
1775,WebQTrn-677_eb6e73961259d25814d4cfd0b1a92c6b,composition,"What is the type of instrument that is played by the recording artist of ""#41""?","[{'aliases': [], 'answer': 'Banjo', 'answer_id': 'm.018j2'}, {'aliases': ['Contrabass'], 'answer': 'Bass guitar', 'answer_id': 'm.018vs'}, {'aliases': [], 'answer': 'Harmonica', 'answer_id': 'm.03qjg'}, {'aliases': ['Saxophone player'], 'answer': 'Saxophone', 'answer_id': 'm.06ncr'}, {'aliases': ['traverso flute', 'querflöte', 'flute traversière', 'flute'], 'answer': 'Flute', 'answer_id': 'm.0l14j_'}, {'aliases': ['percussion', 'Percussion instruments', 'Percussion instrument'], 'answer': 'Percussion', 'answer_id': 'm.0l14md'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/018j2', '/m/018vs', '/m/03qjg', '/m/06ncr', '/m/0l14j_', '/m/0l14md']"
1034,WebQTrn-2190_045969785f7fbeae3f75f65c8bd51784,composition,"Where does the artist nominated for awards for ""Fool for Love"" make their home?","[{'aliases': ['Fla', 'Sunshine State', 'FL', 'State of Florida'], 'answer': 'Florida', 'answer_id': 'm.02xry'}, {'aliases': [], 'answer': 'Guam', 'answer_id': 'm.034tl'}, {'aliases': ['Fort Sheridan, Illinois', 'Fort Sheridan Historic District'], 'answer': 'Fort Sheridan', 'answer_id': 'm.035r6b'}, {'aliases': ['S Dak', 'Mount Rushmore State', 'SD'], 'answer': 'South Dakota', 'answer_id': 'm.06mz5'}, {'aliases': ['UT', 'Beehive State'], 'answer': 'Utah', 'answer_id': 'm.07srw'}, {'aliases': ['New York County'], 'answer': 'Manhattan', 'answer_id': 'm.0cc56'}, {'aliases': ['Los Angeles County / South Pasadena city', 'South Pasadena, California'], 'answer': 'South Pasadena', 'answer_id': 'm.0r0_5'}, {'aliases': ['Los Angeles County / Duarte city', 'Duarte, California'], 'answer': 'Duarte', 'answer_id': 'm.0r06n'}, {'aliases': ['Stillwater, Minnesota', 'Washington County / Stillwater city'], 'answer': 'Stillwater', 'answer_id': 'm.0wmtg'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/02xry', '/m/034tl', '/m/035r6b', '/m/06mz5', '/m/07srw', '/m/0cc56', '/m/0r0_5', '/m/0r06n', '/m/0wmtg']"
437,WebQTrn-538_ba40191f4fd53be3111628e5e044244e,composition,The country Moscow is from borders what other countries?,"[{'aliases': ['Republic of Belarus', 'Respublika Belarus’', 'Bellarussiya', 'Bielaruś'], 'answer': 'Belarus', 'answer_id': 'm.0163v'}, {'aliases': ['Estland', 'Republic of Estonia'], 'answer': 'Estonia', 'answer_id': 'm.02kmm'}, {'aliases': ['Suomi', 'Republic of Finland'], 'answer': 'Finland', 'answer_id': 'm.02vzc'}, {'aliases': [], 'answer': 'Kazakhstan', 'answer_id': 'm.047lj'}, {'aliases': ['Lettland', 'Republic of Latvia'], 'answer': 'Latvia', 'answer_id': 'm.04g5k'}, {'aliases': ['Republic of Lithuania', 'Lietuva', 'Lietuvos Respublika', 'Litauen'], 'answer': 'Lithuania', 'answer_id': 'm.04gzd'}, {'aliases': [], 'answer': 'Mongolia', 'answer_id': 'm.04w8f'}, {'aliases': ['Norge', 'Kingdom of Norway'], 'answer': 'Norway', 'answer_id': 'm.05b4w'}, {'aliases': [""Democratic People's Republic of Korea"", 'DPRK'], 'answer': 'North Korea', 'answer_id': 'm.05b7q'}, {'aliases': ['Polska', 'Republic of Poland'], 'answer': 'Poland', 'answer_id': 'm.05qhw'}, {'aliases': ['Ukraine Region'], 'answer': 'Ukraine', 'answer_id': 'm.07t21'}, {'aliases': [""People's Republic of China""], 'answer': 'China', 'answer_id': 'm.0d05w3'}, {'aliases': ['Republic of Georgia'], 'answer': 'Georgia', 'answer_id': 'm.0d0kn'}, {'aliases': ['Republic of Azerbaijan', 'Azərbaycan Respublikası'], 'answer': 'Azerbaijan', 'answer_id': 'm.0jhd'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0k20s', '/m/0g84t93', '/m/0g84t93']","['/m/0163v', '/m/02kmm', '/m/02vzc', '/m/047lj', '/m/04g5k', '/m/04gzd', '/m/04w8f', '/m/05b4w', '/m/05b7q', '/m/05qhw', '/m/07t21', '/m/0d05w3', '/m/0d0kn', '/m/0jhd']"
267,WebQTrn-1793_fe86aeeed326b1a26f1ebe311f02db5a,composition,What football club have the famous ahtlete from Llanera Asturias play for?,"[{'aliases': ['La Furia', 'Spain Mens National Football Team', 'Spain Mens Soccer Team', 'Spain Soccer Team', ""Spain Men's Football Team"", 'Spain national football', 'Spain Football Team', ""Spain Men's National Soccer Team"", 'Spain Mens National Soccer Team', 'Spain National Soccer Team', 'La Roja', 'Spain National Football Team', 'La Furia Roja', 'Spain Mens Football Team', ""Spain Men's Soccer Team"", ""Spain Men's National Football Team""], 'answer': 'Spain national football team', 'answer_id': 'm.02w64f'}, {'aliases': ['Malaga CF'], 'answer': 'Málaga CF', 'answer_id': 'm.03fnrc'}, {'aliases': ['El Submarino Amarillo'], 'answer': 'Villarreal CF', 'answer_id': 'm.03tck1'}, {'aliases': [], 'answer': 'Villarreal CF B', 'answer_id': 'm.04f1glf'}, {'aliases': [], 'answer': 'Recreativo de Huelva', 'answer_id': 'm.0ksy_'}, {'aliases': ['Royal Arsenal', 'The Gunners', 'Woolwich Arsenal', 'Arsenal Gunners', 'Dial Square', 'Arsenal', 'Arsenal Football Club', 'Arsenal FC'], 'answer': 'Arsenal F.C.', 'answer_id': 'm.0xbm'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/02w64f', '/m/03fnrc', '/m/03tck1', '/m/04f1glf', '/m/0ksy_', '/m/0xbm']"
493,WebQTrn-686_9d64e7810a63ccf5da208a09840437af,composition,The artist who had concert tour named Last Girl on Earth played in what movies?,"[{'aliases': [], 'answer': 'Battleship', 'answer_id': 'm.0bh8tgs'}, {'aliases': ['The End of the World', 'The Apocalypse'], 'answer': 'This Is the End', 'answer_id': 'm.0hz4j2j'}, {'aliases': ['Happy Smekday!'], 'answer': 'Home', 'answer_id': 'm.0mwfph8'}]","['/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/0bh8tgs', '/m/0hz4j2j', '/m/0mwfph8']"
1792,WebQTest-1382_db353fd59c7b923d38fed2b103f88725,composition,What countries border the country that produces Antares Barley Wine beer?,"[{'aliases': ['Brazilian ', 'República Federativa do Brasil', 'Brasil', 'Federative Republic of Brazil'], 'answer': 'Brazil', 'answer_id': 'm.015fr'}, {'aliases': ['The Plurinational State of Bolivia'], 'answer': 'Bolivia', 'answer_id': 'm.0165v'}, {'aliases': ['Republic of Chile'], 'answer': 'Chile', 'answer_id': 'm.01p1v'}, {'aliases': ['Corazon de America', 'Heart of America', 'Republic of Paraguay', 'Corazón de América'], 'answer': 'Paraguay', 'answer_id': 'm.05v10'}, {'aliases': ['Eastern Republic of the Uruguay', 'Republic East of the Uruguay', 'Eastern Republic of Uruguay', 'Oriental Republic of Uruguay'], 'answer': 'Uruguay', 'answer_id': 'm.07twz'}]","['/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/03m5y9p', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93']","['/m/015fr', '/m/0165v', '/m/01p1v', '/m/05v10', '/m/07twz']"
2920,WebQTrn-2190_2192ee51df5ca062c54048711984da45,composition,"Where does the award nominated artist of ""Ruffian"" live?","[{'aliases': ['Fla', 'Sunshine State', 'FL', 'State of Florida'], 'answer': 'Florida', 'answer_id': 'm.02xry'}, {'aliases': [], 'answer': 'Guam', 'answer_id': 'm.034tl'}, {'aliases': ['Fort Sheridan, Illinois', 'Fort Sheridan Historic District'], 'answer': 'Fort Sheridan', 'answer_id': 'm.035r6b'}, {'aliases': ['S Dak', 'Mount Rushmore State', 'SD'], 'answer': 'South Dakota', 'answer_id': 'm.06mz5'}, {'aliases': ['UT', 'Beehive State'], 'answer': 'Utah', 'answer_id': 'm.07srw'}, {'aliases': ['New York County'], 'answer': 'Manhattan', 'answer_id': 'm.0cc56'}, {'aliases': ['Los Angeles County / South Pasadena city', 'South Pasadena, California'], 'answer': 'South Pasadena', 'answer_id': 'm.0r0_5'}, {'aliases': ['Los Angeles County / Duarte city', 'Duarte, California'], 'answer': 'Duarte', 'answer_id': 'm.0r06n'}, {'aliases': ['Stillwater, Minnesota', 'Washington County / Stillwater city'], 'answer': 'Stillwater', 'answer_id': 'm.0wmtg'}]","['/m/0g84t93', '/m/0g84t93', '/m/03m5y9p', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/0g84t93', '/m/02lw5z', '/m/0g84t93', '/m/0g84t93']","['/m/02xry', '/m/034tl', '/m/035r6b', '/m/06mz5', '/m/07srw', '/m/0cc56', '/m/0r0_5', '/m/0r06n', '/m/0wmtg']"
